Xme,Yme,Zme
3.9429803648502393,52.80097009958255,3.8860166579663344
13.037804882997474,48.55686266015383,29.067581409604
45.89987977011087,44.06075373815685,62.976453064254834
59.34689697088016,36.918808359505555,27.54519540161153
46.15271506349325,67.21072768328156,58.988938650865705
16.801812395904385,53.308451034791986,5.475698543229075
11.927883191743321,67.14054953524963,64.02711731628845
7.680991958514413,58.033876832102074,24.290086971044754
52.81494603157086,56.485096341638496,33.78310315545579
45.150263751031645,33.0900751628489,11.50405504630862
34.947415140296314,49.55275000276837,17.543527817603753
4.406805448202563,4.32224968348841,35.76439820866029
34.20908399120069,65.84015666836882,0.4424384433541295
33.49579605003799,4.654751593423825,38.636967180764486
36.91271863646492,38.09496204539944,40.731032335005445
21.53128889362758,44.704993594659854,11.209633628612403
62.1212053178291,12.491301452347223,27.206588398392228
67.14573287859074,27.240958120023546,30.93729374684296
54.56319715012269,9.612003589323374,25.692972825855858
33.18152345065121,53.43725888093279,17.97066689395953
27.887469898414366,46.22194300189597,65.56966515329378
62.187955496078274,16.616592583242795,61.86818686658616
62.22660879497102,20.866627069165315,28.065283232488007
47.35632892792725,67.35597536391157,44.05646637493867
15.902858533002044,15.544262508560578,68.89909236665807
41.894170104951925,6.154791155634957,7.759751934426852
43.63806228443541,68.60090054187103,52.77713166215351
62.34289257683396,29.350312308199065,42.615195517061395
5.2200293451999755,29.16998224680678,22.95853006758636
8.439497653267615,45.77400795720746,45.90527720701521
68.26310390800685,14.469618505907466,45.81595281358364
20.723655070168043,28.269028232150514,2.6054242288679665
10.544934029570424,53.26614786344283,49.87333214488589
25.799658013375154,29.10733427997289,59.887667411813595
39.01062373784336,63.49149166350705,52.62887889989348
60.87800499469816,5.491205019259002,40.49441361279038
54.40642600256408,68.16982035898174,5.661854807134463
64.53236140509802,10.063957482600653,4.609118439005599
36.13899660234787,35.84291324121338,56.64101072113634
0.8008036825323719,41.91396543465946,13.38408651864382
18.748546879177404,39.641422027520996,43.738921626396106
41.009617093722255,45.74693764020083,39.514573973398285
12.876602762907488,53.49307133672619,39.241990268616924
32.48403162170625,30.28065234766728,51.72257578127558
22.005068326997982,10.1055180994302,30.408262496282504
10.621728274352272,16.60843719408878,36.68360987643845
26.925521024749518,61.5694748072436,63.37638688052607
24.365736557044595,37.3864640171281,28.924575746317345
68.65593577362174,8.762216874192442,7.624503277040536
33.58925610061286,36.84951945438788,50.04166018120918
24.569277225981434,4.832846464127019,14.446451741477677
1.0441357019353503,63.48436541808047,30.146685534024424
28.852839338082433,0.1852822970178547,48.05089255254163
42.160574182743375,14.836374545168162,69.3179393678227
53.50709012899635,15.080497104502715,29.184357551209857
56.816701732899396,54.59808964827215,43.89371539267866
45.11895117635854,1.7558591658178557,48.20312615977642
30.20005405233056,43.40204138993959,38.81247896197969
52.40589653646151,5.816064951505753,20.607833411375864
23.750451481037416,22.263359809450886,60.30515806470554
63.428705628517086,28.016427394128552,9.078050061960106
54.039840514549304,4.460215220726409,40.45149847111297
12.373395755636814,45.75449037439806,43.18209783078613
34.049783027777046,4.147220263754832,3.2276737221845906
29.859751277895484,2.194883516612889,5.756128903083836
9.400509196865046,20.69662094373515,17.65421017836099
26.523668756463323,9.279273482095906,1.813500607577928
14.873508925773365,33.75035546018459,5.604626901752374
17.03557258413654,0.46133822092517107,35.92416254739202
16.51727472745631,15.094725234936522,47.68330986120868
40.84215496893676,19.54359888957483,31.303445801639207
36.75993402263436,64.40663847085838,44.07844328305692
15.866494953522627,38.43569794230936,12.084625843188173
49.08683274299033,62.827897330526305,15.21286149968473
19.835639038399197,1.1666315887516743,59.723287330974586
45.86856178627272,21.610866485221802,61.01080338697337
49.83185588651277,52.18563551305572,45.25403869699752
26.402925384856676,28.509119251296667,69.36780707991484
51.316503746717146,45.66313884786747,57.92351575668171
47.63099766139105,62.88879935815796,22.467109283306808
27.986142282480873,27.05922627100262,4.156488036497291
